Label,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
0,2367,603342,15173,10391,12.84,9.26,5249,8786,3558,6713,1761,4026,1087,3171,10209,8418,0,11795,23058,5694,23099,0,5.38,14374,22.34,337045,375,-1.37,20,322336,18919819,16684,7422,7276,124286,10649,386,10649,318,14,318,-3916,-386,-768,83092,337456,8,9,0,0,0,0,1,1,6,4,12,0,7,0,0,0,112,17201,5836,5.96,5132,0,10209,0,10123,25172,15734,0,0,23307,5694,1,8418,50235,0,4984,31.73,12174,5753,11074,0,0,22.34,5132,0,23099,30.95,15962,0,12115,14.77,0,0,0,175.83,0,-1053,0,0,0,0,0,0,24.46,33343,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,2419,443564,10836,9411,9411,7198,5242,5242,4018,4018,3099,3099,1914,1914,0,0,0,0,5918,0,22384,6327,6197,48938,0,200131,308,-1.57,15,184157,4161.66,9965,3891,1797,90377,4065,348,4065,92,382,92,382,-348,3178,62021,200285,1,2,0,0,0,1,1,2,1,1,2,0,2,0,0,0,78,4984,0,0,0,0,0,0,4984,0,0,25123,30538,17809,6327,2,0,0,0,9968,0,26689,0,53108,0,0,0,0,0,0,9968,0,13847,35226,30723,0,0,0,28.68,0,0,0,0,0,0,0,0,0,29.5,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1669,1066614,22673,19871,19871,15271,12175,12175,10756,10756,9.03,9.03,7381,7381,5601,9901,0,17116,18257,38525,22397,5573,13,62025,0,429267,552,-2.31,32,394324,20203271.62,21531,7631,3106,192137,12.17,378,12.17,156,221,156,-914,-378,5407,129432,429604,1,3,4,0,4,1,0,1,3,1,3,0,2,2,0,2,168,10006,5601,5783,0,0,0,4795,0,0,5.92,30.55,92203,37536,0,5,9901,11471,0,0,17251,70312,18995,52624,0,11841,4.9,5687,0,0,30586,4795,29092,70275,47061,0,0,0,40.54,0,0,0,0,0,0,0,0,0,65,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1644,469561,12535,10739,10739,8792,6805,6805,5182,5182,3884,3884,2.82,2.82,0,4795,0,5907,18257,25322,17548,0,6924,23516,4737,245142,533,-1.51,18,226.17,27134.98,11573,4635,2094,107529,11243,493,11243,219,155,219,155,-493,2251,69.79,245322,1,3,1,1,2,1,0,1,2,1,3,0,5,1,0,1,96,10054,5.75,0,5907,0,0,4795,0,0,0,19056,29886,24.95,6607,3,9531,5907,0,5317,5918,32104,13152,29326,0,5.75,10054,0,5.75,0,19059,11215,5918,36.81,18199,0,0,0,38.33,0,0,0,0,0,0,0,0,0,37833,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.63,746426,17225,15072,16705,12258,9188,11229,6974,8937,5.44,7296,3964,5474,0,0,0,0,0,12587,58289,0,23524,65568,0,370154,429,-1.1,25,344379,825571478,17321,7646,3575,159527,2563,0.34,2563,56,725,56,725,-0.34,5886,110.68,370587,0,2,0,2,2,2,0,2,4,0,4,0,4,0,1,1,132,9.8,0,0,0,0,0,0,0,0,11762,30315,69442,27273,11375,4,0,34899,0,4.9,0,46412,31293,42465,0,0,4.9,11375,0,23524,37335,0,0,25683,57151,0,0,0,6.48,0,3733,0,0,0,0,0,0,0,40.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2195,667646,13242,9929,11515,9237,5795,6588,4118,5034,2799,3292,1969,2.33,0,4795,0,12452,0,27129,0,6197,36398,31223,0,315001,71,-2.01,19,306078,32752467,12046,4932,2416,118271,11657,324,11657,246,109,246,-116,-324,2634,77515,316158,1,4,0,1,1,1,1,2,3,1,5,0,1,0,0,0,94,5317,6545,0,5907,0,0,14771,0,0,0,21996,30332,16233,17093,3,4795,33236,0,4984,4992,0,11862,58325,0,0,5317,5687,0,15.93,23148,4795,0,11257,52.06,0,0,0,54.35,0,0,0,0,0,0,0,0,936,39371,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1764,1435.82,41482,35039,35795,26483,20737,21173,17104,17665,12847,13346,9361,9693,77762,29391,0,54907,44098,18415,19.12,20957,32923,6924,35285,809448,814,-2.19,56,741922,7.45E+11,46499,20672,10893,338.53,14293,456,14293,329,42,329,-2492,-456,5719,211704,810466,2,12,1,3,4,0,0,0,11,2,13,0,6,1,2,3,318,38797,24033,0,5787,11.69,5969,14384,4795,0,11601,45.42,95465,52049,29793,4,53076,35044,0,4.9,29.59,166001,27874,23298,0,0,0,0,0,11601,120.26,42862,29.59,112171,23298,0,0,0,158.13,0,6525,0,0,0,0,0,0,0,125.67,0,2,1,0,0,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,3,0,0,0,1,5,0,0,1,0,0,0,0,0,0,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1838,987167,24397,19711,20467,15418,11895,12.43,10742,11009,9208,9451,7662,7.86,51471,19178,4.39,30423,31256,0,12152,19923,13847,0,16338,478192,692,-1.82,33,446732,15743444.9,24309,7.86,2947,198689,17.14,0.45,17.14,306,153,306,-2189,-0.45,4701,121.36,478988,0,5,4,0,4,0,0,0,5,0,7,0,6,3,0,3,180,4737,0,28.62,0,0,5969,19178,4.39,0,11601,32.42,50677,35507,5.88,4,28305,34.92,0,0,28584,77.49,5.88,23801,0,0,0,4.39,0,11601,40469,23915,28584,66.22,23801,0,0,0,77.51,0,6.02,0,0,0,0,0,0,17.14,62284,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1177,1675433,44672,38475,38475,29497,23166,23166,19352,19352,14931,14931,10957,10957,90791,20114,0,30837,61507,18415,0,40219,19076,40695,47369,874508,813,-2.05,62,800514,30700000000000.0,47899,19816,9735,367772,14366,462,14366,316,7,316,-1822,-462,5601,227399,875106,3,14,1,6,7,0,0,0,14,3,14,0,8,0,5,5,350,62688,42039,18367,0,0,5969,4795,0,0,0,64496,69092,52242,49335,7,67483,5969,0,0,23672,203972,20826,47099,0,0,0,0,0,0,139331,52163,23672,106756,47099,0,0,0,170.06,0,0,0,0,0,0,0,0,0,136667,0,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2204,217.43,6975,5826,5826,4877,3683,3683,2917,2917,1968,1968,1298,1298,0,0,0,0,11.96,0,11984,0,6066,24265,5734,133089,333,-0.82,10,122106,495272,5927,2097,929,60.86,5699,327,5699,11,433,11,433,-327,1501,41775,133194,2,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,52,5734,0,0,0,0,0,0,0,0,0,30332,11984,11.96,0,2,0,0,0,0,5734,18381,0,35895,0,0,5734,0,0,0,6042,0,0,17902,30332,0,0,0,26.02,0,0,0,0,0,0,0,0,0,19833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4214,201059,17883,16427,18216,11778,9535,13.33,5471,10838,3756,9081,2306,7459,0,0,0,15843,0,52855,36971,0,0,27695,18947,382.24,1,0.7,24,342142,165633963,24.7,20017,16184,152397,5577,381,5577,0.05,31,0.05,31,-381,4096,109014,382462,0,4,0,0,0,0,0,0,4,0,6,0,19,0,0,0,146,18947,0,0,0,0,0,0,0,0,15843,0,64666,26428,26428,0,18947,15843,0,0,0,27695,89827,0,0,0,0,0,0,15843,89827,18947,0,27695,0,0,0,0,36.92,0,0,0,0,0,0,0,0,0,45148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,3195,512397,14793,10115,10115,8625,5291,5291,4131,4131,2291,2291,1287,1287,34176,28.08,0,5687,6066,12133,0,13847,0,5317,0,276072,364,-2.12,19,265126,8776553,14939,5.25,3668,106117,12668,423,12668,423,128,326,-4.86,-326,3208,61566,276214,1,5,0,0,0,1,0,1,3,1,8,0,5,0,0,0,104,5317,5563,0,5907,5687,6176,14909,0,13171,0,13847,12133,17672,4923,1,22889,17282,0,0,5918,20024,5317,33877,0,0,5317,24546,0,0,10.83,10971,16032,19411,18199,0,0,0,72.24,0,0,0,0,0,0,0,0,38003,30747,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2057,609.27,18.83,16039,16039,12624,9756,9756,6858,6858,5319,5319,3.61,3.61,11.57,9901,0,12525,12108,45194,0,0,30332,30588,4737,357.23,591,-1.83,26,326246,758405667,20482,10351,5093,157093,12824,0.45,12824,344,16,344,-1581,-0.45,3343,103437,357494,1,4,1,0,1,1,0,1,4,1,4,0,8,1,0,1,142,9843,0,12208,0,0,5969,4.9,4795,0,0,75283,31495,5918,6545,2,14638,5969,0,4.9,5918,51553,26241,35895,0,11841,0,0,0,0,42217,15132,17759,51515,30332,0,0,0,49.77,0,0,0,0,0,0,0,0,0,56917,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3833,147828,8146,5495,6.39,4575,2684,3316,1774,2139,858,1223,431,678,12011,9589,0,11.66,0,0,6924,0,0,17946,5107,163.03,0.6,-0.71,10,154126,112493,9.29,4161,3342,64021,10309,0.48,10309,327,106,327,-1065,-0.48,-494,39094,163198,2,4,0,0,0,0,0,0,3,3,5,0,4,0,0,0,58,10423,6042,0,5907,0,5969,4795,4795,12629,0,0,0,12677,0,0,14696,24505,0,5317,0,12966,5753,0,0,0,5317,0,0,12629,28778,9589,0,6924,0,0,0,0,66.4,0,3734,0,0,0,0,0,0,0,30155,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2315,403775,14044,12618,13374,8954,7.38,7758,6626,7062,4621,4873,3443,3569,0,0,0,0,11457,10941,31247,0,12133,44975,11601,279175,647,-0.53,19,253647,12318183,14.87,5847,2978,122503,6039,306,6039,41,346,41,346,-306,4738,83911,279855,0,1,1,0,1,1,0,1,1,0,2,0,5,1,0,1,106,4.9,0,0,0,0,0,0,0,0,0,44002,56972,16479,0,2,0,11601,0,4.9,5918,50988,14095,34852,0,0,0,0,0,11601,25037,5415,5918,45094,24265,5023,0,0,3.24,0,6039,0,0,0,0,0,0,0,29322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3751,739351,29468,23237,23237,18577,13.77,13.77,9346,9346,5883,5883,3448,3448,17722,39594,0,57132,73349,19262,6924,0,0,10634,5734,560353,0.8,-2.81,39,512309,131941435.7,36.19,23.11,20781,230269,11982,356,11982,246,19,246,-548,-356,922,141267,560693,7,14,0,0,0,0,0,0,9,6,14,0,28,0,0,0,226,16367,0,0,29536,0,0,39594,15.19,0,0,6421,57911,65331,0,0,39594,29536,0,25823,5734,90394,39269,0,0,0,16367,0,0,0,99616,23973,0,90394,0,0,0,0,205.84,0,0,0,0,0,0,0,0,0,106833,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,2,1,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
1,1847,673567,17527,13775,13775,11469,8052,8052,5.99,5.99,4039,4039,2519,2519,12011,15008,0,17355,12108,12842,17696,6066,18199,24373,5734,328179,316,-2.37,24,304.22,222954572,17976,8473,5078,141683,11248,507,11248,252,17,252,-775,-507,2135,93812,328412,5,5,0,0,0,2,0,2,4,4,5,0,8,0,0,0,128,21264,5.75,0,0,5907,0,4795,0,0,0,36398,43025,12587,11667,2,15008,5907,0,5317,5734,31911,6545,65221,0,5.75,11.05,0,5.75,0,28707,6421,0,40933,48531,0,0,0,95.58,0,0,0,0,0,0,0,0,0,59,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.66,960136,23483,18731,18731,14765,11251,11251,11.02,11.02,9179,9179,7919,7919,76276,19802,8781,24836,0,6076,19076,20771,0,0,9474,452201,0.75,-1.48,32,422254,10966924.34,22319,6344,2319,185194,17.14,0.39,17.14,193,55,193,-2236,-0.39,2367,108878,452494,2,6,4,1,5,0,0,0,6,2,8,0,2,3,1,4,176,19687,12779,28623,0,0,0,9589,8781,0,0,13,63677,16748,12208,5,38057,11566,0,0,22666,82394,6607,23801,0,0,0,8781,0,0,63823,19063,22666,46957,23801,0,0,0,93.06,0,0,0,0,0,0,0,0,32589,54328,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2922,170412,16849,16296,16296,11414,11023,11023,7441,7441,5012,5012,3367,3367,0,0,0,0,6607,6421,121996,0,0,6924,5107,326355,1,-0.04,23,280241,119072772,22.96,21.96,21.96,147197,8.71,396,8.71,43,374,43,374,-396,7801,105.1,326609,1,1,0,0,0,0,0,0,1,1,1,0,20,0,0,0,140,5107,0,0,0,0,0,0,0,0,0,128919,6421,6607,0,0,5107,0,0,0,0,135.34,6607,0,0,0,0,0,0,0,11713,0,0,135.34,0,0,0,0,20.23,0,0,0,0,0,0,0,0,0,39.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
0,1636,1198667,26966,20.71,21526,17363,12328,13314,11.14,12017,9634,10308,7966,8755,75004,23881,8781,30596,11762,6076,37472,13847,0,0,9154,538164,593,-2.33,37,509352,166547650.7,26284,8593,3267,216229,17361,457,17361,375,7,375,-2347,-457,4927,128608,538584,1,6,4,0,4,0,1,1,7,1,10,0,6,3,0,3,200,14261,12178,17053,10876,0,5969,9589,17966,0,0,19923,73724,22666,12367,5,41815,28.63,0,0,28584,63579,6007,47957,0,0,0,13171,0,11762,51526,14326,28584,50588,46614,0,0,0,93.81,0,352,0,0,0,0,0,0,51.6,51882,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2161,1038352,19113,13527,14343,12054,7431,8977,5729,7291,3757,4686,2423,2939,21894,21589,0,16277,5563,16312,24265,24265,6924,5099,5139,381076,118,-2.65,26,367267,574866952,18.15,6257,3.63,147.48,13125,435,13125,435,138,233,-4606,-233,3514,90112,381379,2,5,0,0,0,2,1,3,4,1,9,0,4,0,0,0,136,0,0,5694,10023,0,6176,0,18239,18.27,0,29829,37256,5563,16277,3,21589,10023,0,9.78,5139,17996,0,65855,0,16945,5139,13171,0,0,18198,16.2,6924,11257,59493,0,16945,0,77.98,0,-3897,0,0,0,0,0,0,63188,19875,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1349,1267953,24.2,20412,20412,17081,12636,12636,9556,9556,7.08,7.08,5192,5192,0,10213,0,11499,6545,46625,44336,18199,24265,40656,4737,470257,333,-3.44,35,436341,115730235.3,23309,10446,5303,206752,10091,508,10091,119,248,119,248,-508,6331,141388,470613,2,5,0,1,1,3,1,4,5,2,5,0,7,0,1,1,182,19517,23855,0,0,0,0,4.9,0,0,0,24974,104143,23992,5694,5,14.95,10903,0,9467,0,39152,26241,77857,0,28506,4737,0,17249,0,45921,6545,6924,36.81,66.73,0,22.16,0,57.86,0,0,0,0,0,0,0,0,2283,69717,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1501,1299989,22786,18094,18094,16135,10872,10872,7975,7975,5853,5853,4241,4241,0,4795,0,11949,35635,29904,12403,4.9,59279,16547,15569,440196,0.2,-4.2,33,416315,59394803.67,20689,8739,4026,190873,12172,457,12172,246,6,246,-0.07,-457,4217,126735,440507,2,8,0,1,1,2,2,4,7,1,8,0,6,0,1,1,166,15.37,29338,5647,5907,0,0,4795,14.65,5099,0,24778,55316,18653,11428,5,9531,22758,0,24648,0,18883,18823,73.58,0,22756,10471,5818,11499,0,43645,4795,0,18883,73.58,0,22291,0,99.16,0,0,0,0,0,0,0,0,1889,71278,0,0,0,1,0,4,0,0,0,0,1,1,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2492,296762,10389,8903,8903,6736,4914,4914,3658,3658,2467,2467,1411,1411,0,0,0,0,12587,6421,5563,0,6066,49057,6423,187136,385,-1.26,14,170.15,1518172,10818,5466,3238,86745,5269,292,5269,0.06,494,0.06,494,-292,2183,61071,187286,0,1,0,0,0,1,0,1,1,0,1,0,4,0,0,0,74,0,0,0,0,0,0,4.9,0,0,6423,36252,25956,6042,6545,1,0,0,0,4.9,0,19386,13592,35895,0,12344,0,0,0,0,24534,6421,12344,12487,30332,0,0,0,3.24,0,0,0,0,0,0,0,0,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2149,922124,16397,12893,12893,11151,7268,7268,5049,5049,3672,3672,2609,2609,0,4795,0,5907,17755,16945,6197,22536,37256,16152,5262,305128,176,-3.2,23,290221,250265054,14725,5.89,2.53,133153,11.74,313,11.74,223,4,223,-4,-313,2641,86839,305341,0,6,0,0,0,1,2,3,5,0,6,0,4,0,0,0,114,4.9,11633,5647,5907,0,0,4795,9499,10361,0,12133,25123,30916,11891,3,4795,17242,5262,14598,0,13847,11445,48289,0,17327,4.9,5687,0,0,27.05,4795,11331,19411,42726,0,16905,0,74.29,0,0,0,0,0,0,0,0,1641,53359,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2853,221694,7397,5242,5242,4843,2753,2753,1709,1709,1074,1074,587,587,0,4795,0,5907,5563,0,12394,12133,5426,4984,5843,137059,0,-1.42,10,130086,237587,6697,2932,1295,58037,10.75,0.29,10.75,265,303,265,-303,-0.29,-315,35891,137142,3,4,0,0,0,0,1,1,3,2,4,0,2,0,0,0,52,0,0,0,0,5907,0,15204,5843,0,0,0,12133,17957,0,1,4795,5907,0,10.41,5843,0,0,30.09,0,0,11268,0,0,0,10891,0,0,10358,24526,0,0,0,68.01,0,0,0,0,0,0,0,0,0,27833,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
